tweet,stance
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
 న్యూ జర్సీలో  నాటు నాటు పాటకు టెస్లా కార్ల లైటింగ్ డాన్స్     …,neutral
మొన్న RRR ki అవార్డు ఇచ్చారు తాపు చేశారు నీకు ఇవలసింది ఒరిజినల్ డ్రెస్సింగ్ అని,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
ఆర్థిక కష్టాల నుంచి Oscar వరకు ‘నాటు నాటు’ సాంగ్ కొరియోగ్రాఫర్ ప్రేమ్ రక్షిత్ సినీ ప్రయాణం …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 మీ ఆట తో మీ పాట తో మీ రాత తో బద్దలకొట్టేసారు      …,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 మీ ఆట తో మీ పాట తో మీ రాత తో బద్దలకొట్టేసారు      …,favour
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
‘ఆర్ఆర్ఆర్‌’ ప్రొడ్యూసర్ హర్ట్!        …,favour
   చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
కార్ల లైట్లతో ‘నాటు నాటు’ షో; వీడియో వైరల్! Video Link   …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
 దేశాన్నికి పట్టిన దరిద్రం మీరు,favour
ఆర్ఆర్ఆర్' హీరోలిద్దరూ ఒకే స్టేజీపైఎక్కడ? ఎప్పుడు?,neutral
"   శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 న్యూ జర్సీలో  నాటు నాటు పాటకు టెస్లా కార్ల లైటింగ్ డాన్స్     …,favour
Ram Charan and ఎన్టీఆర్ మరోసారి ఒకే స్టేజ్‌పై చరణ్ఎన్టీఆర్ ఎందుకో తెలుసా?   …,neutral
Ram Charan and ఎన్టీఆర్ మరోసారి ఒకే స్టేజ్‌పై చరణ్ఎన్టీఆర్ ఎందుకో తెలుసా?   …,favour
   చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
   చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
    RRR  రామం రాజసం  రావణుడు  ఫ్యాన్స్ కి దేవుడు…,favour
" సిగ్గు శరం లేని పార్టీ మీది కోడి కత్తి, బాబాయ్ మర్డర్, పింక్ డైమండ్ లాంటి మీ స్టోరీలు నమ్మే పరిస్థితిలో ప్రజలు లేరు …",favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
 న్యూ జర్సీలో  నాటు నాటు పాటకు టెస్లా కార్ల లైటింగ్ డాన్స్     …,neutral
   చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 RRR అనే చిత్రం తో అంతర్జాతీయ స్థాయిలో నందమూరి అభిమానులను కాలర్ ఎగరేసే స్థాయికి తీసుకెళ్ళావ్  …,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,favour
 న్యూ జర్సీలో  నాటు నాటు పాటకు టెస్లా కార్ల లైటింగ్ డాన్స్     …,favour
ఆర్ఆర్ఆర్ సాంగ్ స్టెప్పులతో అదరగొట్టిన టెస్లా ఉద్యోగులు,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
RRR నాటు నాటు తర్వాత Oscar రావాల్సిన పాటమొత్తం ఆంధ్ర జనం మొత్తాన్ని బురిడీ కొట్టించిన పాట,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు Ntv సినిమా కార్యకర్తల గురించి …,neutral
 బాద్ షా ఆడియో ఫంక్షన్ లో పంజా రాంబాబు అన్నకు అండగా నేను ఉంటా అంటూ ఇచ్చిన మాట నేటికి కూడా రాంబాబు అన్నకు అండగా నిలుస్తున్నాడు…,neutral
" ప్రపంచం అల్ల కల్లోలం అయిన సరే, సభ లు ఎంత మంది గొడవ పడిన, కొట్టుకున్న సరే రోజు చేసే పని కి అడ్డంకి కలగగూడదు Gajuwaka ఎమ్మె…",neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
" పొత్తు లేక పోవటం వల్ల, పవన్ కళ్యాణ్ ఓడి పోయాడు గాజువాక లో",favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
నేను డ్యాన్సర్ అని రాజమౌళికి తెలీదు ప్రేమ్‌ రక్షిత్     …,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
    RRR  రామం రాజసం  రావణుడు  ఫ్యాన్స్ కి దేవుడు…,favour
 న్యూ జర్సీలో  నాటు నాటు పాటకు టెస్లా కార్ల లైటింగ్ డాన్స్     …,favour
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,favour
 శంషాబాద్ ఎయిర్ పోర్టులో జూనియర్ ఎన్టీఆర్ కు ఘన స్వాగతం  ,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
శంషాబాద్ ఎయిర్ పోర్టులో జూనియర్ ఎన్టీఆర్ కు ఘన స్వాగతం  ,favour
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 లెజెండ్స్ పాజి  చిన్న థలా నాటు నాటు స్టెప్ అదరగొట్టేసారు కదూ! మరి Oscar అవార్డు విన్ అయిన నాటు నాటు సాంగ్ గు…,against
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
రాహుల్ సిప్లిగంజ్ నాటు నాటుకు Oscar అవార్డు రావడం పట్ల ఆనందం వ్యక్తం చేసిన సింగర్ రాహుల్ సిప్లిగంజ్…,favour
RRR జట్టు Oscar ప్రవేశ పాస్  Oscar ఎంట్రీ పాస్ కోసం RRR టీం ఎంత ఖర్చు చేసిందో తెలుసా!?  …,favour
  ఈ ముచ్చట వాళ్ళకు ఎందుకో విపరీతమైన కడుపు మంటగా ఉందండీ RRR సినిమా పాటకు Oscar రావడం!,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
న్యూ జర్సీలో  నాటు నాటు పాటకు టెస్లా కార్ల లైటింగ్ డాన్స్    …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
 మీ ఆట తో మీ పాట తో మీ రాత తో బద్దలకొట్టేసారు      …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 RRR అనే చిత్రం తో అంతర్జాతీయ స్థాయిలో నందమూరి అభిమానులను కాలర్ ఎగరేసే స్థాయికి తీసుకెళ్ళావ్  …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
"అమెరికా,న్యూజెర్సీ లో జరిగిన టెస్లా లైట్ షో లో RRR నాటు నాటు పాటకు, వేల కార్స్ రిథమ్ లో లైట్స్ ఆన్ ఆఫ్ చేస్తున్న వీ…",neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
    RRR  రామం రాజసం  రాముడి ఆగమనం ,favour
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,favour
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,favour
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
ఇటీవల బాలీవుడ్ లో ఓ ఇంటర్వ్యూ లో మాట్లాడుతూ ‘నాటు నాటు’ పాటపై తన అభిప్రాయాన్ని ఇలా వెల్లడించారు కరీనా దీంతో ‘ఆర్ఆ…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 ఫేస్బుక్ సెలబ్రేషన్స్ లో RRR గారు లేకపోతే ఎట్లా స్వాగతం సార్,favour
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,favour
